dealer_name,contact,address
"Burns Sales & Service, Inc.","Tim Burns, tim@bosssupply.com","414 South Main Street, Janesville, MN 58048, 
, 
, 
"
"C & B Operations, LLC - Edgerton","Spencer Mesman, Store Manager, MesmanS@deerequipment.com","1760 16th Street, Edgerton, MN 56128, 
, 
, 
"
Blue Ribbon Service LLC - Morton,"Tony Mages, blueribbonservice1406@gmail.com","31416 County Road 13, Morton, MN 56270, 
, 
, 
"
Arnold's of Glencoe,"Peter Arnold, General Manager, paarnold@arnoldsinc.com","655 Lindbergh Trail, Glencoe, MN 55336, 
, 
, 
"
Arnold's of St. Martin,"Bill Buckner, Store Manager, bbuckner@arnoldsinc.com","374 Industrial Drive, St. Martin, MN 56376, 
, 
, 
"
Arnold's of Mankato,"Randy Rasmussen, Store Manager, rrasmussen@arnoldsinc.com","1715 Howard Drive, Mankato, MN 56003, 
, 
, 
"
Arnold's of Alden,"Spencer  Kolles, Store Manager, skolles@arnoldsinc.com","110 North Star Rd., Alden, MN 56009, 
, 
, 
"
Arnold's of Willmar,"Jeff Ruprecht, General Manager, jruprecht@arnoldsinc.com","4773 Hwy. 71 South, Willmar, MN 56201, 
, 
, 
"
Ag-Pro LLC - Hastings,"Charlie Fortner, Store Manager, WHastingsGM@agproco.com","100 South Dancy Street, Hastings, FL 32145, 
, 
, 
"
Ag-Pro LLC - Gainesville,"John Healy, Store Manager, WGainesvilleflGM@agproco.com","9120 NW 13th Street, Gainesville, FL 32653, 
, 
, 
"
Erb Equipment Company - Evansville,"Brian Fields, brianfields@erbequipment.com","9800 Indiana 57, Evansville, IN 47725, 
, 
, 
"
Ag-Pro LLC - Chiefland,"Jonah Brock, Store Manager, WChieflandGM@agproco.com","107 Southwest 4th Ave., Chiefland, FL 32644, 
, 
, 
"
Ag-Pro LLC - Crystal River,"Alex  Fresonke, AFresonke@agproco.com","1113 SE US HWY 19, Crystal River, FL 34429, 
, 
, 
"
"Castongia's, Inc. - Valparaiso","Sales Department, BuyOnline@Castrac.com","300 S. State Road 49, Valparaiso, IN 46383, 
, 
, 
"
Clark Farms - Columbia City,"Duane Clark, brianhedrick@comcast.net","Clark Farms, Columbia City, IN 46725, 
, 
, 
"
Dean Ford Farm Equipment - Dupont,"Sales, sales@deanfordfarms.com","9434 John Deere Road, Dupont, IN 47231, 
, 
, 
"
"Castongia's, Inc. - Rensselaer","Sales Department, BuyOnline@Castrac.com","295 East Wood Rd., Rennselaer, IN 47978, 
, 
, 
"
Dennis Polk Equipment - Warsaw,"Dennis Polk, Sales, polkdennis@dennispolk.com","4916 N SR 15, Warsaw, IN 46582, 
, 
, 
"
"Castongia's, Inc. - Fowler","Sales Department, BuyOnline@Castrac.com","1358 N 100 W, Fowler, IN 47944, 
, 
, 
"
"Castongia's, Inc. - DeMotte","Sales Department, BuyOnline@Castrac.com","9146 N State Road 10, DeMotte, IN 46310, 
, 
, 
"
Boyd Cat - Jeffersonville,"Holly Richardson, HollyRichardson@BoydCat.com","6109 Hamburg Pike, Jeffersonville, IN 47130, 
, 
, 
"
Boyd & Sons Machinery - Washington,"Greg Boyd, Operations Manager, gboyd@boydandsons.com","16 S 350 E , Washington, IN 47501, 
, 
, 
"
B&R Equipment - Martinsville,"Rich, rich@bandrequipment.com","3652 Egbert Road, Martinsville, IN 46151, 
, 
, 
"
"Birkey's Farm Store, Inc. - Williamsport","Brady Foster, Store Manager, inquiry@birkeys.com","954 E State Rd. 28 W, Williamsport, IN 47993, 
, 
, 
"
Boyd Cat - Evansville,"Brad Weisheit, BradWeisheit@BoydCat.com","2420 Lynch Road, Evansville, IN 47711, 
, 
, 
"
"Bane-Welker Equipment, LLC - Wingate","Sales Department, amy.bane@bane-welker.com","9788 N State Road 25, Wingate, IN 47994, 
, 
, 
"
"Castongia's, Inc. - Crown Point","Sales Department, BuyOnline@Castrac.com","11191 South Broadway, Crown Point, IN 46307, 
, 
, 
"
"Bane-Welker Equipment, LLC - Winamac","Sales Department, amy.bane@bane-welker.com","2686 S US Hwy. 35, Winamac, IN 46996, 
, 
, 
"
"Bane-Welker Equipment, LLC - Remington","Sales Department, amy.bane@bane-welker.com","3576 W US Highway 24, Remington, IN 47977, 
, 
, 
"
Bingham Farm Machinery - North Vernon,"BJ Bingham, binghamfm@yahoo.com","470 South CR 575 West, North Vernon, IN 47265, 
, 
, 
"
Arnold's of Kimball,"Mike Schneider, General Manager, mschneider@arnoldsinc.com","701 State Hwy. 55 E, Kimball, MN 55353, 
, 
, 
"
"Bane-Welker Equipment, LLC - Plymouth","Sales Department, amy.bane@bane-welker.com","10303 Iris Road, Plymouth, IN 46563, 
, 
, 
"
"Bane-Welker Equipment, LLC - Pendleton","Sales Department, amy.bane@bane-welker.com","5729 W State Road 38, Pendleton, IN 46064, 
, 
, 
"
"Bane-Welker Equipment, LLC - Lebanon","Sales Department, amy.bane@bane-welker.com","1940 Indianapolis Avenue, Lebanon, IN 46052, 
, 
, 
"
"Bane-Welker Equipment, LLC - Terre Haute","Sales Department, amy.bane@bane-welker.com","300 W Margaret Drive, Terre Haute, IN 47802, 
, 
, 
"
Arnold's of St. Cloud,"Sean Arnold, Sales Manager, sarnold@arnoldsinc.com","2995 Quail Rd. NE, St. Cloud, MN 56379, 
, 
, 
"
"Bane-Welker Equipment, LLC - La Crosse","Sales Department, amy.bane@bane-welker.com","18800 S US Hwy. 421, La Crosse, IN 46348, 
, 
, 
"
Alliance Tractor LLC - Vincennes,"Sales Department, ChadH@dealgreen.com","3971 South Old US Highway 41, Vincennes, IN 47591, 
, 
, 
"
Apple Farm Service - West College Corner,"Sales Team, kholmescov@applefarmservice.com","3827 US 27, West College Corner, IN 47003, 
, 
, 
"
AHW - Crawfordsville,"AHW Sales, machinerypete@ahwllc.com","2981 Industrial Blvd., Crawfordsville, IN 47933, 
, 
, 
"
AHW - Williamsport,"AHW Sales, machinerypete@ahwllc.com","537 State Rd. 28 E, Williamsport, IN 47993, 
, 
, 
"
AHW - Rockville,"AHW Sales, machinerypete@ahwllc.com","420 N Lincoln Rd., Rockville, IN 47872, 
, 
, 
"
"KanEquip, Inc. - Ellsworth","Sales Department, ed.geihsler@kanequip.com","704 E Kunkle Dr., Ellsworth, KS 67439, 
, 
, 
"
"KanEquip, Inc. - Herington","Sales Department, ed.geihsler@kanequip.com","595 N. Hwy 77, Herington, KS 67449, 
, 
, 
"
"Bane-Welker Equipment, LLC - Ladoga","Sales Department, amy.bane@bane-welker.com","48 E County Road 700 S, Ladoga, IN 47954, 
, 
, 
"
"KanEquip, Inc. - Garden City","Sales Department, ed.geihsler@kanequip.com","2701 W Jones Ave., Garden City, KS 67846, 
, 
, 
"
Jones Machinery Inc. - Smith Center,"Gayle Jones, jmi1@ruraltel.net","935 E Hwy. 36, Smith Center, KS 66967, 
, 
, 
"
"KanEquip, Inc. - Dodge City","Sales Department, ed.geihsler@kanequip.com","1451 S 2nd St., Dodge City, KS 67801, 
, 
, 
"
"Hoxie Implement Co., Inc. - Hoxie","Ed Heim, Sales Manager, ed@hoxieimplement.com","933 Oak Ave., Hoxie, KS 67740, 
, 
, 
"
Heritage Tractor - Pittsburg,"Sales Department, hti@heritagetractor.com","1076 S US Hwy 69, Pittsburg, KS 66762, 
, 
, 
"
Hiawatha Implement Co. - Hiawatha,"Larry Roeder, Owner, roederlarry@hiawathajd.com","2000 Oregon Street, Hiawatha, KS 66434, 
, 
, 
"
Heritage Tractor - Topeka,"Sales Department, hti@heritagetractor.com","2701 U.S. 24, Topeka, KS 66618, 
, 
, 
"
Heritage Tractor - Olathe,"Sales Department, hti@heritagetractor.com","19905 W 157th Street, Olathe, KS 66062, 
, 
, 
"
Heritage Tractor - Lawrence,"Sales Department, hti@heritagetractor.com","1110 East 23rd Street, Lawrence, KS 66046, 
, 
, 
"
"Affolder Implement Sales, Inc. - Berne","Sales Department, samuel@affolders.com","6704 South U.S. 27, Berne, IN 46711, 
, 
, 
"
Hammer High LLC - Columbus,"Michael Bosker, mike@hammerhigh.com","200 E Maple St., Columbus, KS 66725, 
, 
, 
"
Heartland Tractor - Iola,"Robert Storrer, Sales","2795 N State St., Iola, KS 66749, 
, 
, 
"
A & C Farm Service,"Customer Support, sales@acfarmservice.com","412 Bridge Street, Paynesville, MN 56362, 
, 
, 
"
Heritage Tractor - Seneca,"Sales Department, hti@heritagetractor.com","JCT. 36 & 63 HWY, Seneca, KS 66538, 
, 
, 
"
Heritage Tractor - Atchison,"Sales Department, hti@heritagetractor.com","17526 286th Rd., Atchison, KS 66002, 
, 
, 
"
Colby AG Center - Colby,"James Rehmer, Sales Manager, james@colbyag.com","305 E Horton Ave., Colby, KS 67701, 
, 
, 
"
C & W Farm Supply,"Jeff Sothers, thayne.clark@cwfarmsupply.com","518 S Main Street, Courtland, KS 66939, 
, 
, 
"
Central Plains Equipment - Goodland,Sales Department,"124 W Hwy. 24, Goodland, KS 67735, 
, 
, 
"
Central Plains Equipment - Garden City,Sales Department,"2506 West Jones Avenue, Garden City, KS 67846, 
, 
, 
"
BTI - Pratt,BTI Sales,"18 NW 30th Street, Pratt, KS 67124, 
, 
, 
"
Central Plains Equipment - Sharon Springs,Sales Department,"1385 K-27, Sharon Springs, KS 67758, 
, 
, 
"
Carrico Implement - Beloit,"Rodger Budke, Sales@carricoimplement.com","3160 US 24 Hwy., Beloit, KS 67420, 
, 
, 
"
BTI - Ness City,BTI Sales,"118 S 7th Street, Ness City, KS 67560, 
, 
, 
"
BTI - Great Bend,BTI Sales,"248 SE 10 Avenue, Great Bend, KS 67530, 
, 
, 
"
BTI - Hoxie,BTI Sales,"1361 West Hwy. 24, Hoxie, KS 67740, 
, 
, 
"
BTI - Bucklin,BTI Sales,"115 W Railroad, Bucklin, KS 67834, 
, 
, 
"
BTI - Greensburg,BTI Sales,"15479 US Hwy. 54, Greensburg, KS 67054, 
, 
, 
"
American Implement - Wheeler,"Sales Department, kfrewen@americanimplement.com","685 Kansas Ave., Wheeler, KS 67756, 
, 
, 
"
"American Implement - Syracuse, KS","Sales Department, nchenoweth@americanimplement.com","1100 W HWY 50, Syracuse, KS 67878, 
, 
, 
"
American Implement - Scott City,"Sales Department, tylerkough@americanimplement.com","North Hwy. 83, Scott City, KS 67871, 
, 
, 
"
American Implement - Ulysses,"Sales Department, dennisferris@americanimplement.com","2718 West Oklahoma Ave., Ulysses, KS 67880, 
, 
, 
"
American Implement - Leoti,"Sales Department, bradschields@americanimplement.com","232 East Hwy. 96, Leoti, KS 67861, 
, 
, 
"
American Implement - Oakley,"Sales Department, jasonpfeifer@americanimplement.com","3670 US Hwy. 40, Oakley, KS 67748, 
, 
, 
"
American Implement - Sublette,"Sales Department, jr@americanimplement.com","Hwy. 56 West, Sublette, KS 67877, 
, 
, 
"
American Implement - Montezuma,"Sales Department, mikewall@americanimplement.com","East Hwy. 56, Montezuma, KS 67867, 
, 
, 
"
Valley Equipment & Irrigation - Blackfoot,"Tyson Andersen, tyson@veiblackfoot.com","398 W Highway 39, Blackfoot, ID 83221, 
, 
, 
"
"American Implement - Johnson, KS","Sales Department, nchenoweth@americanimplement.com","725 E Road 12, Johnson, KS 67855, 
, 
, 
"
Stotz Equipment - Preston,"Eldon Jacklin, ejacklin@stotzeq.com","451 W 800 North, Preston, ID 83263, 
, 
, 
"
Carrico Implement - Hays,"Rodger Budke, sales@carricoimplement.com","300 W 48th, Hays, KS 67601, 
, 
, 
"
South Fork Equipment LLC - Rigby,"Steve Yearsley, southforkequipment@gmail.com","PO Box 380, Rigby, ID 83442, 
, 
, 
"
Cochran Farm Supply - Edson,"Michael  Cochran, President, mike@cochranfarmsupply.com","288 Road 64, Edson, KS 67733, 
, 
, 
"
Stotz Equipment - Burley,"Golden Zollinger, gzollinger@stotzeq.com","119 Overland Avenue, Burley, ID 83318, 
, 
, 
"
Stotz Equipment - Twin Falls,"Larry  Slater, lslatter@stotzeq.com","2670 Kimberly Rd. E., Twin Falls, ID 83301, 
, 
, 
"
Carrico Implement - Ellsworth,"Rodger Budke, sales@carricoimplement.com","1104 E 8th, Ellsworth, KS 67439, 
, 
, 
"
Stotz Equipment - American Falls,"Mike Lindsay, mlindsay@stotzeq.com","2986 S. Frontage Rd., American Falls, ID 83211, 
, 
, 
"
Pioneer Equipment Company - Rupert,"Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com","Junction Hwy. 24 & 25, Rupert, ID 83350, 
, 
, 
"
American Implement - Goodland,"Sales Department, tneitzel@americanimplement.com","1104 West Hwy. 24, Goodland, KS 67735, 
, 
, 
"
American Implement - Garden City,"Sales Department, nschuetz@americanimplement.com","2611 West Jones Ave., Garden City, KS 67846, 
, 
, 
"
American Implement - Elkhart,"Sales Department, mopando@americanimplement.com","364 US Hwy. 56, Elkhart, KS 67950, 
, 
, 
"
Pioneer Equipment Company - Rexburg,"Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com","95 Airport Rd., Rexburg, ID 83440, 
, 
, 
"
American Implement - Dodge City,"Sales Department, davetremain@americanimplement.com","11311 East Wyatt Earp, Dodge City, KS 67801, 
, 
, 
"
American Implement - Colby,"Sales Department, markmiller@americanimplement.com","405 W Horton Ave., Colby, KS 67701, 
, 
, 
"
Pioneer Equipment Company - Blackfoot,"Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com","404 W Hwy. 39, Blackfoot, ID 83221, 
, 
, 
"
Pioneer Equipment Company - Idaho Falls,"Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com","5666 N Yellowstone Hwy., Idaho Falls, ID 83403, 
, 
, 
"
Pioneer Equipment Company - American Falls,"Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com","3102 Rockland Hwy., American Falls, ID 83211, 
, 
, 
"
"Hobby Time Equipment, LLC. - Blackfoot","Sales Department, hobbytimeequipment@gmail.com","430 U.S. 26, Blackfoot, ID 83221, 
, 
, 
"
Farm Equipment USA - Caldwell,"Ben Nelson, Sales, sales.farmusa@gmail.com","1106 W. Simplot Blvd, Caldwell, ID 83605, 
, 
, 
"
"C & B Operations, LLC - Idaho Falls","Chad Kenison, Store Manager, KenisonC@deerequipment.com","2105 E Industrial Blvd., Idaho Falls, ID 83401, 
, 
, 
"
Idaquip Sales and Rentals - Jerome,"Alan Floyd, idaquip.floyd@gmail.com","27 North 150 West, Jerome, ID 83338, 
, 
, 
"
"C & B Operations, LLC - Blackfoot","Brian Harrington, Sales Facilitator, harringtonb@deerequipment.com","1102 W Bridge Street, Blackfoot, ID 83221, 
, 
, 
"
Agri Center - Hutchison,"Lee File, lee@agricenter.us","5104 S. State RD 96, South Hutchinson, KS 67505, 
, 
, 
"
Campbell Tractor Co. - Nampa,"Dan Campbell, General Manager, marketing@campbelltractor.com","2014 N Franklin Blvd., Nampa, ID 83687, 
, 
, 
"
Campbell Tractor Co. - Homedale,"Jared Wiersma, Store Manager, marketing@campbelltractor.com","17258 Batt Corner Road, Homedale, ID 83628, 
, 
, 
"
"C & B Operations, LLC - Rexburg","Jay Hymas, Store Manager, hymasj@deerequipment.com","1247 South 12th West, Rexburg, ID 83440, 
, 
, 
"
Campbell Tractor Co. - Fruitland,"Jared Wiersma, Equipment Manager, marketing@campbelltractor.com","2050 Hwy. 30 West, Fruitland, ID 83619, 
, 
, 
"
Campbell Tractor Co. - Wendell,"Scott Olson, Store Manager, marketing@campbelltractor.com","1985 E Frontage Road, Wendell, ID 83355, 
, 
, 
"
Berry Machinery Management Services - Meridian,"Chris Berry, Owner, chris@berrymachinery.com","P.O. Box 1515, Meridian, ID 83680, 
, 
, 
"
Campbell Tractor Co. - Glenns Ferry,"Jack Shrum, Store Manager/Service Manager, marketing@campbelltractor.com","233 N Bannock, Glenns Ferry, ID 83623, 
, 
, 
"
Agri-Service - Terreton,"Tom Ricks, Branch Manager, tomricks@agri-service.com","1280 E 1500 N, Terreton, ID 83450, 
, 
, 
"
Bell Equipment - Grangeville,"Brian Webster, bwebster@belleq.com","118 West South Street, Grangeville, ID 83530, 
, 
, 
"
Agri-Service - Marsing,"Brant Schorr, Store Manager, brantschorr@agri-service.com","5596 Buntrock Rd., Marsing, ID 83639, 
, 
, 
"
Agri-Service - Buhl,"Forest Ward, Store Manager, forestward@agri-service.com","559 12th Ave. S, Buhl, ID 83316, 
, 
, 
"
Bell Equipment - Nezperce,"Brian  Webster, bwebster@belleq.com","311 Oak Street, Nezperce, ID 83543, 
, 
, 
"
Agri-Service - Sugar City,"Jason Merrill, Store Manager, jasonmerrill@agri-service.com","535 E 9th N, Sugar City, ID 83448, 
, 
, 
"
Agri-Service - Blackfoot,"Steve Bair, Store Manager, stevebair@agri-service.com","535 W 100 N, Blackfoot, ID 83221, 
, 
, 
"
Sydenstricker Nobbe Partners - St. Charles,"Lucas Daniel, Used Sales, usedequipment@snpartners.com","3575 Veterans Memorial Parkway, St. Charles, MO 63303, 
, 
, 
"
Sydenstricker Nobbe Partners Mexico,"Lucas Daniel, Used Sales, usedequipment@SNPartners.com","4803 S Clark, Mexico, MO 65265, 
, 
, 
"
Sydenstricker Nobbe Partners Rocheport,"Lucas Daniel, Used Sales, usedequipment@snpartners.com","I-70 West Exit 117, Rocheport, MO 65279, 
, 
, 
"
Sydenstricker Nobbe Partners Palmyra,"Lucas Daniel, Used Sales, Usedequipment@SNPartners.com","7025 Hwy F, Palmyra, MO 63461, 
, 
, 
"
Sydenstricker Nobbe Partners Moscow Mills,"Lucas Daniel, Used Sales, usedequipment@SNpartners.com","155 John Deere Drive, Moscow Mills, MO 63362, 
, 
, 
"
Sydenstricker Nobbe Partners Kirksville,"Lucas Daniel, Used Sales, usedequipment@SNPartners.com","Highway 63 North, Kirksville, MO 63501, 
, 
, 
"
Sydenstricker Nobbe Partners Hermann,"Lucas Daniel, Used Sales, usedequipment@SNPartners.com","1854 Hwy. 100 West, Hermann, MO 65041, 
, 
, 
"
Sydenstricker Nobbe Partners Chillicothe,"Lucas Daniel, Used Sales, usedequipment@snpartners.com","Highway 36 East, Chillicothe, MO 64601, 
, 
, 
"
Sydenstricker Nobbe Partners Curryville,"Lucas Daniel, Used Sales, usedequipment@SNpartners.com","3691 Highway 54, Curryville, MO 63339, 
, 
, 
"
"Rosebud Tractor and Equipment, Co. - Rosebud","John  Estes, President, sales@rosebudtractor.com","241 US-50, Rosebud, MO 63091, 
, 
, 
"
Sydenstricker Nobbe Partners Dutzow,"Lucas Daniel, Used Sales, usedequipment@SNpartners.com","14400 Highway TT, Dutzow, MO 63357, 
, 
, 
"
Sydenstricker Nobbe Partners Macon,"Lucas Daniel, Used Sales, usedequipment@SNPartners.com","1810 N Missouri St., Macon, MO 63552, 
, 
, 
"
Sydenstricker Nobbe Partners Columbia,"Lucas Daniel, Used Sales, usedequipment@SNPartners.com","2004 Business Loop 70 E, Columbia, MO 65201, 
, 
, 
"
"Roland Machinery - Bridgeton, MO","Sales Department, jgermann@rolandmachinery.com","4670 Crossroads Industrial Drive, Bridgeton, MO 63044, 
, 
, 
"
St. Joseph Tractor - St. Joseph,"Jarrod Whitson, General Manager, jwhitsonsjt@gmail.com","3525 Pear St., St. Joseph, MO 64503, 
, 
, 
"
"Roland Machinery - Palmyra, MO","Sales Department, jgermann@rolandmachinery.com","701 Industrial Drive, Palmyra, MO 63461, 
, 
, 
"
Sydenstricker Nobbe Partners - Farmington,"Lucas Daniel, Used Sales, usedequipment@snpartners.com","4125 Hunt Road, Farmington, MO 63640, 
, 
, 
"
"Roland Machinery - Cape Girardeau, MO","Sales Department, jgermann@rolandmachinery.com","3364 Percy Drive, Cape Girardeau, MO 63702, 
, 
, 
"
Northwest Implement - Maryville,"Brett McQuinn, Sales Manager, bmcquinn@nwjd.com","29197 US Hwy. 71, Maryville, MO 64468, 
, 
, 
"
"Roland Machinery - Columbia, MO","Sales Department, jgermann@rolandmachinery.com","4110 I-70 Drive South East, Columbia, MO 65201, 
, 
, 
"
Mordt Tractor & Equipment Co,"Sales, 	larry@mordttractor.com","131 Highway H, Troy, MO 63379, 
, 
, 
"
Northwest Implement - Stanberry,Brett McQuinn,"3527 US Hwy. 169, Stanberry, MO 64489, 
, 
, 
"
Northwest Implement - Bethany,Brett McQuinn,"2918 Miller St., Bethany, MO 64424, 
, 
, 
"
MirTech Harvest Center - Sikeston,"Sales Department, stacy.anthony@mirtechusa.com","101 County Line Road, Sikeston, MO 63801, 
, 
, 
"
Medlin Equipment Company - Miner,"Sales Department, sales@medlineq.com","2911 E Malone Ave, Miner, MO 63801, 
, 
, 
"
Riggins,Mitch Simpson,"1015 North Highway 65, Marshall, MO 65340, 
, 
, 
"
Legacy Equipment - Portageville,"Gerard Long, glong@legacyequipment.com","1601 US 61, Portageville, MO 63873, 
, 
, 
"
Legacy Equipment - New Madrid,"Greg Crysler, greg@legacyequipment.com","10049 US 61, New Madrid, MO 63869, 
, 
, 
"
Medlin Equipment Company - Charleston,"Sales Department, sales@medlineq.com","2000 Outer Road, Charleston, MO 63834, 
, 
, 
"
McCorkle Ag Sales LLC - Marshall,"Brian McCorkle, Owner, brian@mcagsales.com","850 N. Miami, Marshall, MO 65340, 
, 
, 
"
Legacy Equipment - Kennett,"Scott Colbert, Location Manager, scolbert@legacyequipment.com","1800 US 412, Kennett, MO 63857, 
, 
, 
"
Legacy Equipment - Hayti,"Lee Bethune, lee@legacyequipment.com","Hwy. J, Hayti, MO 63851, 
, 
, 
"
Kevin Dewitt Equipment - Sikeston,"Kevin Dewitt, kevindewitt1@gmail.com","2877 E Malone Ave, Sikeston, MO 63801, 
, 
, 
"
"JM Equipment, LLC - Marthasville","Sales Department, jon@jmequipmentllc.com","Marthasville, MO 63357, 
, 
, 
"
"IMI Equipment, LLC - Kahoka","Kale Nixon, Sales Manager, imikale@centurylink.net","204 Hwy 136 West, Kahoka, MO 63445, 
, 
, 
"
Hiawatha Implement Co. - Mound City,"Chad Gormley, Sales Manager, gormleychad@hiawathajd.com","1410 State Street, Mound City, MO 64470, 
, 
, 
"
"Horizon Equipment, Inc. - Easton","Sales, General Manager, horizonall@hotmail.com","10031 Southeast 36 Highway, Easton, MO 64443, 
, 
, 
"
Heritage Tractor - Smithville,"Sales Department, hti@heritagetractor.com","1300 S 169 Highway, Smithville, MO 64089, 
, 
, 
"
Heritage Tractor - Rolla,"Sales Department, hti@heritagetractor.com","11875 County Road 3080, Rolla, MO 65401, 
, 
, 
"
Heritage Tractor - West Plains,"Sales Department, hti@heritagetractor.com","3285 N US Hwy 63, West Plains, MO 65775, 
, 
, 
"
Heritage Tractor - Nixa,"Sales Department, hti@heritagetractor.com","1856 N US Hwy 160, Nixa, MO 65714, 
, 
, 
"
Heritage Tractor - Lebanon,"Sales Department, hti@heritagetractor.com","1001 Deere Lane, Lebanon, MO 65536, 
, 
, 
"
Heritage Tractor - Rogersville,"Sales Department, hti@heritagetractor.com","4655 E US Highway 60, Rogersville, MO 65724, 
, 
, 
"
Heritage Tractor - Nevada,"Sales Department, hti@heritagetractor.com","17821 E Oldtown Rd., Nevada, MO 64772, 
, 
, 
"
Heritage Tractor - Lockwood,"Sales Department, hti@heritagetractor.com","208 Route A, Lockwood, MO 65682, 
, 
, 
"
