address,area,book_table,can_order_via_zomato,cost_for_two,cuisine,delivery_reviews,dining_reviews,discount,featured_in,has_menu_available,location,min_amnt_for_discount,rating,res_link,rest_name,rest_type,review_rating,reviews
" Shop 10, Chandrakiran CHS Narsingh Lane, Malad West, Mumbai",Malad West,0,No,Rs. 200,"Tea,, ,Fast Food,, ,Beverages",300,40,,,1,,,"2.9,3.5",https://www.zomato.com/mumbai/tea-post-2-malad-west,"Tea Post
                                    ",Quick Bites,"5.0,1.0,5.0,1.0,5.0","I am sorry for rating this low. I feel that chai should NOT be served in plastic. Please do think about your customers' health and also about plastic pollution. There are non-plastic biodegradable containers available. Why not try to switch to that?,It's awesome in quality,I loved it...I visited cafe too..very gud place,service and also staff too😘😘😘 Thank u..providing us such gud quality food,at so many place,No ratings for this franchise becoz the way they make cheese chilli toast is worst nothing was there inside it we order cheese chilli toast n what they made little bit of cheese chilli flakes and chat masala between the bread which they call grill but that grill bread contains just two slices rather grill bread should of three slices plzz improve your sandwich it was disgusting and even lemon tea was taste less it was just lemon water lemon tea is not just a lemon water it should have some content taste to it guys plzz never try cheese chilli toast. ,I visit here twice or thrice a week.,As its near to a college its crowdy but the service is fast and also the staff is awsmm.,When it comes to quality, teapost never compromises in quality.,Fully satisfied and its a great place if you want to spend time talking with friends.,Must try: Healthy Tea, Samosa , Maggie, Maska bun, packaged cookies."
" 6th Floor, Krishna Plaza A, Near Thane Station, Naupada, Thane West, Thane","Naupada, Thane West",0,No,Rs. 600,Seafood,21,128,,,1,,,"3.8,3.9",https://www.zomato.com/mumbai/krishna-resto-bar-naupada-thane-west-thane,"Krishna Resto-Bar
                                    ",Casual Dining,"3.0,4.0,4.0,3.0,4.0","Its located in thane west hardly one min from station on 6th floor! ,Ambience is good..,In frame: ,bombil fry 4/5 it was fresh and crispy loved it,chef special kebab 5/5 it was so soft & juicy..melting in the mouth!,King fish thali : it consisted of large size kingfish along with chutney,jawla( dried fish), sol kadi, fish curry rice, bhakri & papad!,Flw on insta @foodbloogerslife,Good place for family and big groups to spend time with having drinks. Easy to locate and it is on the walkable distance of 2 min from thane railway station. Ambiance is too comfortable. Food quality is good as regular. Kind staff and service is also nice and quick. Sometimes there live music and gazal program also they arrange on special occasions to entertain their customers.,Krishna resto bar! ,So basically this place is located in thane west ....and just a walking distance oh hardly one minute from thane station!,The restaurant is in the 6th floor!,A great huge place the ambience was very nice ...even the interiors are good .....,We went here on my friend's birthday! They sang the bday song all staff wished my friend they were very friendly and cooperative with everyone!,alcohol options are also available!,So the butter chicken i tried here was mesmerizing 😍,Everything was good!,Will definetely visit this place one more time!,We went to this for place as we were bored to travel and this place is close to the station.,A decent Restaurant with nice ambience.,They have offers on the best Drinks.,The food is tasty and good here.,I was surprised by the quantity they provided.,Ample amount of quantity for each dish and enough to satisfy 4 people.,We had the below dishes :-,1)French Fries - quantity was good and fries tasty.,2)Veg Crispy -  though this disappointed me.,3)Lemon Chicken - This tasted well but somewhere lacked the flavour of lemon.,4)Chicken Tikka Biryani - This was Awesome and i loved it ,5)Veg Sczhewan Rice - Quantity was good and tasted well.,Overall Experience- 3.5/5,Food - 3.5/5,Ambience...,read more,spicy and tasty food I really liked it it was so yummy and delicious😋✨"
" Shop FF 09, 1st Floor, Bhavishya India Tower, Opposite 10th Avenue, Gautam Budha Nagar, Gaur City 2, Greater Noida",Gaur City 2,0,No,Rs. 800,"Biryani,, ,North Indian,, ,Rolls,, ,Kebab",185,,20,,1,,,3.8,https://www.zomato.com/ncr/biryaani-budz-gaur-city-2-greater-noida,"Biryaani Budz
                                    ",Biryani,"5.0,5.0,5.0,5.0,5.0",
" 46/16, Near Gate 1, Green Park Metro Station, Yusuf Sarai, New Delhi",Yusuf Sarai,0,Yes,Rs. 250,North Indian,"3,936",182,,,1,,,"4.0,4.1",https://www.zomato.com/ncr/kuldeep-paranthe-wala-yusuf-sarai-new-delhi,"Kuldeep Paranthe Wala
                                    ",Quick Bites,"5.0,1.0,3.0,5.0,1.0",
" SCO 24, 1st Floor, Main Market, Sector 29, Gurgaon","Sector 29, Gurgaon",1,Yes,"Rs. 1,000","North Indian,, ,Chinese,, ,Fast Food",,2861,,Up to 40% OFF,1,,,4.3,https://www.zomato.com/ncr/adda-by-striker-sector-29-gurgaon,"Adda by Striker
                                    ",Pub,"3.0,4.0,4.0,4.0,4.0",
" Ramphal Chowk, Opposite Relaxo Showroom, Sector 7, Dwarka, New Delhi","Sector 7, Dwarka",0,No,Rs. 300,"Desserts,, ,Ice Cream,, ,Beverages",104,124,,,1,,,"3.7,3.8",https://www.zomato.com/ncr/rolling-ice-sector-7-dwarka-new-delhi,"Rolling Ice
                                    ",Dessert Parlor,"4.0,3.0,5.0,5.0,3.0","This place is a small cozy place for sitting arrangement of about 4-5 people , they over a great variety of icecream rolls , tacos and milshakes to choose from their pocket friendly menu.,My favourite are Dark fantasy rolls( brownie + nutella) and ferrero rocher icecream rolls.,Would try more flavours and moreover you can see them making the rolls for you🙌,The Rolling ice is a good place to have ice rolls 😋. Had oreo love roll which was delicious. It was a new experience for me to have this icy roll icecream,Good place to chill out with friends and enjoy delicious ice cream with various options to choose from. The process of making this is also very interesting and pleasant to watch😋,Icy rolls.... My favorite thing and my favorite place.... Best icing rolls.. Even it is more nice when you have them in winters😋....nice icing rolls with chocolate syrup... ,Had Love Bites Cocktail Icecream. Felt the quantity was way too less for the price, otherwise nice flavours. Little Ambience, air conditioned as well. "
" SAYTAM COMPLEX 1 NEAR NAVEEN  Alpha 2, Greater Noida",Alpha 2,0,No,Rs. 400,Pizza,308,18,,,1,,,"3.0,3.8",https://www.zomato.com/ncr/pizza-paradise-1-alpha-2-greater-noida,"Pizza Paradise
                                    ",Quick Bites,"5.0,2.0,5.0,1.0,1.0","The base was very hard.... Nd crunchy.. Nd the toppings were tooo sour..the cheese was not fresh... Plus the taste was toooo bitter nd sour.... 😠😠😠😠😠😠😡😡,Worst pizza ever in 21 years of experience .🤢🤢 Onion and Corn Pizza were ordered . Paappe hote h unpr mayonnaise lgaakr sbjio ko felaya hua tha .,Seriously guys , Yours Pizza is best , give it a go . "
" 50-B, Samrat Hotel, Kautilya Marg, Chanakyapuri, New Delhi",Chanakyapuri,0,No,"Rs. 4,500","North Indian,, ,Continental,, ,Bar Food",,512,,,1,,,4.0,https://www.zomato.com/ncr/playboy-club-chanakyapuri-new-delhi,"Playboy Club
                                    ",Club,"4.0,5.0,5.0,5.0,1.0",
" 145, Main Market, Sector 17, Faridabad","Sector 17, Faridabad",0,No,Rs. 300,"Chinese,, ,North Indian,, ,Momos",981,145,,,1,,,"3.6,3.6",https://www.zomato.com/ncr/eat-n-treat-sector-17-faridabad,"Eat N Treat
                                    ",Quick Bites,"5.0,3.0,5.0,2.0,4.0",
" Plot 4, Block A, Pochanpur Colony, Sector 23, Dwarka, New Delhi","Sector 23, Dwarka",0,Yes,Rs. 200,Bakery,140,16,15,,1,,,"3.3,3.5",https://www.zomato.com/ncr/any-time-cake-sector-23-dwarka-new-delhi,"Any Time Cake
                                    ",Bakery,"2.0,1.0,1.0,1.0,4.0",
" SE LGF-11, Jaipuria Sunrise Plaza, Ahinsha Khand I, Indirapuram, Ghaziabad",Indirapuram,0,Yes,Rs. 350,North Indian,845,80,10,,1,,,"2.7,3.0",https://www.zomato.com/ncr/dawat-e-khaas-1-indirapuram-ghaziabad,"Dawat E Khaas
                                    ",Quick Bites,"1.0,5.0,5.0,2.0,1.0","Badely smell ,raw onions smell and cold ,third class. Please if any one want to order,its waisting time rather than money, ,Really a Hotel owner and staff is a jam person. Always ready for unconditional support and food items is also really awsome.,I ordered Chicken Lollipop and Chicken Fry, look what they served me.. This is Chicken Fry Quarter which was around ₹120rs. I put a matchbox besides it to give you all the idea about its quantity and piece size. Quantity is so less that it can't be consumed even as a quick bite. It is so disappointing. Lol I'm laughing, never saw anything like this. This is not even half of quarter we get at other restaurants. Even the costliest upscale restaurants serve more than this for the price i paid. Tastes very nice though. Liked the taste of it and chutney given with it. Only concern is the food portion., Highly Disappointed !!!  ,Pathetic food with lot of salt and oil in it.. garlic naan were without any garlic and too hard to bite.. Disappointed.. all the gravy items were having lot of salt in it.. not able to eat at all.."
" Near Nanda Hospital, Chattarpur Main Road, Chhatarpur, New Delhi",Chhatarpur,0,Yes,Rs. 350,"North Indian,, ,Fast Food,, ,Mithai","3,886",107,,,1,,,"2.9,2.5",https://www.zomato.com/ncr/om-bikaner-sweets-bakery-restaurant-chhatarpur-new-delhi,"Om Bikaner Sweets, Bakery & Restaurant
                                    ",Quick Bites,"1.0,1.0,2.0,1.0,1.0","Very bad food.i ordered one time .I just tasted it and that's it , I have to dump it.,Very bad services !!! Regular customers ko  bhi ....mngwaya kuch or aaya kuch or !!! Bad quality & quantity !!!!,Wrost food i have ever taste 👎👎👎👎,I received only 6 pieces of spring roll when it is supposed to come with 8 pieces, why don't you clearly say that it was only 6 pieces, I want clear justice, either u pay my money remaining money back or u give another order"
" Opposite Dhanlaxmi Bank, NIT, Faridabad",NIT,0,No,Rs. 250,Street Food,,11,,,1,,,3.3,https://www.zomato.com/ncr/the-second-wife-nutri-kulcha-nit-faridabad,"The Second Wife Nutri Kulcha
                                    ",Quick Bites,"5.0,3.0,5.0","Fresh Food ,Awesome Taste ,Salad Is also great"
" Shop 1, Opposite Police Chowki Barola, Sector 49, Noida","Sector 49, Noida",0,Yes,Rs. 200,"North Indian,, ,Mughlai,, ,Chinese",88,8,20,,1,,,"3.2,2.8",https://www.zomato.com/ncr/freshco-sector-49-noida,"Freshco
                                    ",Quick Bites,"5.0,5.0,5.0,5.0,1.0","Hygenic place polite staff,Very tasty chiken curry&paneer Tikka ,,chicken tandoori is very tasty. malai chaap is also,very yummy . Butter naan is very tasty and soft.,It's neet and hyginic place.It's rate is very cheap.,Politely speaking, I ordered chilly chicken not schezwan chicken full of red sauce, oil and a lot of chillies. I am sure I will have an upset tummy. You really need to improve or shut down for good "
" H 7, Bali Nagar, Near Kheterpal Hosptial, Raja Garden, New Delhi",Raja Garden,0,No,Rs. 300,Momos,449,117,,,1,,,"3.9,3.4",https://www.zomato.com/ncr/game-of-momos-raja-garden-new-delhi,"Game Of Momos
                                    ",Quick Bites,"5.0,4.0,1.0,4.0,3.0","My favourite item is mushroom when I see in the menu most of the time I eat mushroom and at this place I have eaten mushroom wih so much of good stuffung it was great to have good mushroom.,Pathetic food, charges are very high and the taste of momos are of roadside sellers' quality.,Hey I had three things Toofani Momos, Schezwan Momos and steamed paneer momos. Streamed momos were really good, I liked their red chutney a lot. Toofani momos were more than perfect but I had this really big piece of ginger which I didn’t like. Talking about Schezwan momos, make it little more spicy. Otherwise it tasted great. I liked the staff, they were friendly and the manager was coperative. It is a good place to be.,Momo's was nice and hats off to the man who delivered delicious momos in rain"
" 7, NN Tower, Shopping Complex, Road 44, Fountain Chowk, Pitampura, New Delhi",Pitampura,0,No,Rs. 600,"Rolls,, ,Mughlai,, ,North Indian",332,177,,,1,,,"3.2,3.4",https://www.zomato.com/ncr/mikky-peshawari-pitampura-new-delhi,"Mikky Peshawari
                                    ",Quick Bites,"5.0,1.0,5.0,5.0,5.0","Owner was very rude, Ordered butter chicken and rumali roti. Service was very bad and I ordered 10 rumali roti and they served me 8 rumali roti,Amazing place for chicken lovers, there are variety of chicken item available.. veg items are also available. Service is also good.,best food and quantity.,Had an amazing experience at mikky peshawari, staff was very polite , overall food was very good."
" U-1, Near Begam Pur Park, Begam Pur, Malviya Nagar,  New Delhi",Malviya Nagar,0,No,Rs. 300,Biryani,778,79,25,,1,,,"3.6,3.4",https://www.zomato.com/ncr/al-lazeez-malviya-nagar-new-delhi,"AL-Lazeez
                                    ",Quick Bites,"5.0,5.0,1.0,5.0,1.0",Lovely taste biryani to good 
 Delivery Only,Whitefield,0,Yes,Rs. 400,"Arabian,, ,North Indian,, ,Chinese,, ,Mughlai,, ,Biryani,, ,Juices,, ,Ice Cream",395,,10,,1,,,3.3,https://www.zomato.com/bangalore/kitchen-vip-whitefield-bangalore,"Kitchen VIP
                                    ",Arabian,"5.0,1.0,5.0,5.0,5.0",Guys get ready to wait for hours before placing an order from this restaurant. And if u reviewing negative they simply delete our comments.and they not gonna refund the amount for delay too. Get ready for the nonsense from this bull shit restaurant.
